Source       ,Target       ,Type   ,Category              ,Weight
PA445647     ,DOID:3136    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,DOID:3142    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA447197     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,DOID:10763   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,DOID:9746    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445647     ,PA445555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA444282     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445647     ,DOID:9600    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA444206     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA443750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA444845     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA443555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA165108437  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445647     ,PA446010     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446861     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443519     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445599     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446304     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA446147     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445272     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA444840     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:718     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:1205    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA443430     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446169     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA444513     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443750     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA444546     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA445379     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA443673     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA447098     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445062     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445676     ,DOID:74      ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA446500     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443970     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA165108230  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443464     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:8866    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA444823     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA444119     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA160680212  ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA443247     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA444745     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446010     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443513     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445683     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446477     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:0080356 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446366     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA444403     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA447258     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:3134    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445190     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:3165    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446180     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445555     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA444845     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,DOID:3683    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:0060185 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:0060192 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443815     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA443751     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA443635     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:4398    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA444949     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA445004     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,DOID:6364    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA444760     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,PA446512     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,PA445818     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445676     ,DOID:784     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:13406   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445676     ,DOID:104     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA443756     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:11168   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA444898     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:4908    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA444352     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:8866    ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445683     ,PA445503     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA445218     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:4329    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:4074    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:8923    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA443624     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA443622     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445683     ,PA444675     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:9903    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA445013     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:0050922 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:3717    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:234     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:5520    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:11165   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA445742     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:1996    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:5525    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:0050865 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA445676     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:235     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,PA444903     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445683     ,PA444755     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445683     ,DOID:2513    ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445019     ,PA444645     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA444318     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:10763   ,Dirigé ,WITH_COMMON_TREATMENT ,  14.0
PA445019     ,PA447006     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA447212     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA445315     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA445850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA444282     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:10824   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA165108893  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:10127   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA444807     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:9408    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:3128    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA443984     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA447196     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:6364    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA444370     ,Dirigé ,WITH_COMMON_TREATMENT ,  10.0
PA445019     ,PA445465     ,Dirigé ,WITH_COMMON_TREATMENT ,   5.0
PA445019     ,PA443798     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA445019     ,PA445137     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:3875    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA443364     ,Dirigé ,WITH_COMMON_TREATMENT ,   4.0
PA445019     ,PA444555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,DOID:10762   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA445019     ,PA444368     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445019     ,PA443796     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA445019     ,PA443459     ,Dirigé ,WITH_COMMON_TREATMENT ,   5.0
PA444822     ,PA445013     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA446147     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444854     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA446861     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:13241   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443815     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:2799    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:1205    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445538     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445004     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA444822     ,PA444546     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA446169     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445100     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:4398    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444823     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA447258     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443434     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA444822     ,DOID:11100   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444850     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:8654    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444822     ,PA446171     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:8924    ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444822     ,DOID:2871    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:0060192 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:4648    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:4449    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445555     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA444822     ,PA446446     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443464     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444822     ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444822     ,DOID:3158    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443560     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:718     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445597     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:3683    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443430     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA446366     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA443580     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:12132   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA446512     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445828     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:12119   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:3459    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444760     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444985     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:3136    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA160680212  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445551     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:3142    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445204     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444859     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA444820     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445010     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:1340    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,DOID:3134    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444822     ,PA445320     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444816     ,DOID:1579    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444816     ,PA447178     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444816     ,PA443450     ,Dirigé ,WITH_COMMON_TREATMENT ,   5.0
PA444816     ,PA445355     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA443286     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:9746    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA445672     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA443464     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:8741    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:1205    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA446488     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA443879     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA443880     ,PA446512     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA444546     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:1210    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:74      ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:3142    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA445451     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:3136    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:3134    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA444823     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA445999     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA447058     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA445062     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,DOID:3158    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA443430     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443880     ,PA443434     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443886     ,DOID:0111100 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443886     ,PA444522     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443886     ,DOID:9744    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,PA443425     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,DOID:288     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,PA446391     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,DOID:2297    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,PA446023     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,PA444628     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,PA443894     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,PA443671     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443891     ,DOID:4762    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:14320   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA447196     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA443894     ,PA446023     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA445301     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:150     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA443891     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA443352     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA443894     ,PA443309     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA443671     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA444628     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:2297    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:4964    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA446391     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:4762    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA445876     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:3324    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA447211     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:14183   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA443894     ,PA443853     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:10075   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:288     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA443425     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:302     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,DOID:2055    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443894     ,PA444466     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444549     ,PA444987     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444549     ,PA447197     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444549     ,PA447216     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444549     ,PA446215     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444549     ,PA444403     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444549     ,DOID:0050432 ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444549     ,DOID:4964    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444549     ,PA444186     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,DOID:2965    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA444555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,DOID:4762    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA443434     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA445174     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA445472     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA444318     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,DOID:1682    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA445831     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA446767     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA445555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA446752     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443940     ,PA445811     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443959     ,PA447062     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443959     ,PA445254     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA447098     ,PA443513     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA444949     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,DOID:6364    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA444403     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA445676     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA443519     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA443673     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA445750     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA447098     ,PA443970     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,DOID:8741    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,DOID:8463    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,PA445913     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,DOID:365     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,PA165108506  ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,DOID:9600    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,DOID:9463    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA443973     ,DOID:9700    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA152530886  ,DOID:4964    ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA152530886  ,DOID:12129   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA152530886  ,PA447294     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA152530886  ,DOID:11257   ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA152530886  ,DOID:14320   ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA152530886  ,PA447212     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA152530886  ,DOID:2055    ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA152530886  ,DOID:0050432 ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA152530886  ,PA447211     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA152530886  ,DOID:150     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA152530886  ,DOID:3324    ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA152530886  ,PA447196     ,Dirigé ,WITH_COMMON_TREATMENT ,   3.0
PA444017     ,PA444801     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444017     ,PA445089     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444017     ,PA445004     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444017     ,PA445137     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444017     ,PA445464     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444017     ,PA444370     ,Dirigé ,WITH_COMMON_TREATMENT ,   2.0
PA444017     ,PA443555     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
PA444017     ,DOID:365     ,Dirigé ,WITH_COMMON_TREATMENT ,   1.0
