Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type	Category
01211	clarithromycin	Chemical	DOID:10456	tonsillitis	Disease	treats
01211	clarithromycin	Chemical	DOID:0050127	sinusitis	Disease	treats
00261	anagrelide	Chemical	DOID:8997	polycythemia vera	Disease	treats
04855	dronedarone	Chemical	01169	arsenic trioxide	Chemical	interacts with
04855	dronedarone	Chemical	DOID:0060224	atrial fibrillation	Disease	treats
00261	anagrelide	Chemical	DOID:2224	essential thrombocytosis	Disease	treats
00261	anagrelide	Chemical	DOID:1588	thrombocytopenia	Disease	treats
00261	anagrelide	Chemical	01169	arsenic trioxide	Chemical	interacts with
00261	anagrelide	Chemical	DOID:4960	myeloproliferative disorders	Disease	treats
00261	anagrelide	Chemical	DOID:2228	thrombogavitis	Disease	treats
00207	azithromycin	Chemical	DOID:10754	otitis media	Disease	treats
00207	azithromycin	Chemical	DOID:11265	trachoma	Disease	treats
00207	azithromycin	Chemical	DOID:11100	Q fever	Disease	treats
00207	azithromycin	Chemical	DOID:11729	Lyme disease	Disease	treats
00207	azithromycin	Chemical	DOID:12385	shigellosis	Disease	treats
00207	azithromycin	Chemical	DOID:10456	tonsillitis	Disease	treats
00207	azithromycin	Chemical	DOID:0050127	sinusitis	Disease	treats
00207	azithromycin	Chemical	DOID:6132	bronchitis	Disease	treats
00207	azithromycin	Chemical	DOID:11101	trench fever	Disease	treats
00207	azithromycin	Chemical	DOID:11262	ornithosis	Disease	treats
00207	azithromycin	Chemical	DOID:11330	erysipelas	Disease	treats
00207	azithromycin	Chemical	DOID:2799	bronchiolitis obliterans	Disease	treats
01211	clarithromycin	Chemical	DOID:552	pneumonia	Disease	treats
01100	pimozide	Chemical	DOID:11328	schizophreniform disorder	Disease	treats
01100	pimozide	Chemical	DOID:11119	Tourette syndrome	Disease	treats
00207	azithromycin	Chemical	DOID:10460	nasopharyngitis	Disease	treats
00207	azithromycin	Chemical	DOID:13036	tick-borne relapsing fever	Disease	treats
01100	pimozide	Chemical	DOID:5419	schizophrenia	Disease	treats
00207	azithromycin	Chemical	DOID:874	bacterial pneumonia	Disease	treats
01100	pimozide	Chemical	DOID:2768	transient tic disorder	Disease	treats
01100	pimozide	Chemical	00199	erythromycin	Chemical	interacts with
00207	azithromycin	Chemical	DOID:2755	Mycobacterium avium-intracellulare infection	Disease	treats
01100	pimozide	Chemical	DOID:12858	Huntington's disease	Disease	treats
00207	azithromycin	Chemical	DOID:13035	louse-borne relapsing fever	Disease	treats
00207	azithromycin	Chemical	DOID:850	lung disease	Disease	treats
00207	azithromycin	Chemical	00907	cocaine	Chemical	interacts with
01100	pimozide	Chemical	00907	cocaine	Chemical	interacts with
01211	clarithromycin	Chemical	00907	cocaine	Chemical	interacts with
00502	haloperidol	Chemical	DOID:11328	schizophreniform disorder	Disease	treats
00502	haloperidol	Chemical	DOID:11119	Tourette syndrome	Disease	treats
00502	haloperidol	Chemical	DOID:5419	schizophrenia	Disease	treats
00502	haloperidol	Chemical	00907	cocaine	Chemical	interacts with
01100	pimozide	Chemical	01169	arsenic trioxide	Chemical	interacts with
00502	haloperidol	Chemical	DOID:150	mental disorder	Disease	treats
01211	clarithromycin	Chemical	01169	arsenic trioxide	Chemical	interacts with
00502	haloperidol	Chemical	01169	arsenic trioxide	Chemical	interacts with
00502	haloperidol	Chemical	DOID:5418	schizoaffective disorder	Disease	treats
00502	haloperidol	Chemical	00679	thioridazine	Chemical	interacts with
00502	haloperidol	Chemical	01211	clarithromycin	Chemical	interacts with
00477	chlorpromazine	Chemical	DOID:11328	schizophreniform disorder	Disease	treats
00477	chlorpromazine	Chemical	DOID:0050856	oppositional defiant disorder	Disease	treats
00207	azithromycin	Chemical	01169	arsenic trioxide	Chemical	interacts with
00477	chlorpromazine	Chemical	DOID:5419	schizophrenia	Disease	treats
00477	chlorpromazine	Chemical	01169	arsenic trioxide	Chemical	interacts with
00477	chlorpromazine	Chemical	DOID:2030	anxiety disorder	Disease	treats
00477	chlorpromazine	Chemical	DOID:3890	acute intermittent porphyria	Disease	treats
01211	clarithromycin	Chemical	00207	azithromycin	Chemical	interacts with
01100	pimozide	Chemical	00679	thioridazine	Chemical	interacts with
01211	clarithromycin	Chemical	00679	thioridazine	Chemical	interacts with
00207	azithromycin	Chemical	00679	thioridazine	Chemical	interacts with
01100	pimozide	Chemical	00207	azithromycin	Chemical	interacts with
00261	anagrelide	Chemical	01211	clarithromycin	Chemical	interacts with
00477	chlorpromazine	Chemical	01211	clarithromycin	Chemical	interacts with
00261	anagrelide	Chemical	00679	thioridazine	Chemical	interacts with
00477	chlorpromazine	Chemical	00679	thioridazine	Chemical	interacts with
01211	clarithromycin	Chemical	00502	haloperidol	Chemical	interacts with
01100	pimozide	Chemical	00502	haloperidol	Chemical	interacts with
00207	azithromycin	Chemical	00502	haloperidol	Chemical	interacts with
01100	pimozide	Chemical	01211	clarithromycin	Chemical	interacts with
00207	azithromycin	Chemical	01211	clarithromycin	Chemical	interacts with
00502	haloperidol	Chemical	00207	azithromycin	Chemical	interacts with
00261	anagrelide	Chemical	00907	cocaine	Chemical	interacts with
00477	chlorpromazine	Chemical	00907	cocaine	Chemical	interacts with
01211	clarithromycin	Chemical	01100	pimozide	Chemical	interacts with
00207	azithromycin	Chemical	01100	pimozide	Chemical	interacts with
01211	clarithromycin	Chemical	00477	chlorpromazine	Chemical	interacts with
00502	haloperidol	Chemical	01100	pimozide	Chemical	interacts with
00261	anagrelide	Chemical	01100	pimozide	Chemical	interacts with
00477	chlorpromazine	Chemical	01100	pimozide	Chemical	interacts with
01100	pimozide	Chemical	00477	chlorpromazine	Chemical	interacts with
00207	azithromycin	Chemical	00477	chlorpromazine	Chemical	interacts with
00477	chlorpromazine	Chemical	00207	azithromycin	Chemical	interacts with
00261	anagrelide	Chemical	00207	azithromycin	Chemical	interacts with
01211	clarithromycin	Chemical	00215	(RS)-citalopram	Chemical	interacts with
00207	azithromycin	Chemical	00215	(RS)-citalopram	Chemical	interacts with
01100	pimozide	Chemical	00215	(RS)-citalopram	Chemical	interacts with
01211	clarithromycin	Chemical	00450	droperidol	Chemical	interacts with
00502	haloperidol	Chemical	00450	droperidol	Chemical	interacts with
00207	azithromycin	Chemical	00450	droperidol	Chemical	interacts with
01100	pimozide	Chemical	00450	droperidol	Chemical	interacts with
00207	azithromycin	Chemical	04855	dronedarone	Chemical	interacts with
01100	pimozide	Chemical	04855	dronedarone	Chemical	interacts with
01211	clarithromycin	Chemical	04855	dronedarone	Chemical	interacts with
00502	haloperidol	Chemical	00333	(RS)-methadone	Chemical	interacts with
01211	clarithromycin	Chemical	00261	anagrelide	Chemical	interacts with
00207	azithromycin	Chemical	00261	anagrelide	Chemical	interacts with
01100	pimozide	Chemical	00261	anagrelide	Chemical	interacts with
01100	pimozide	Chemical	00333	(RS)-methadone	Chemical	interacts with
01211	clarithromycin	Chemical	00333	(RS)-methadone	Chemical	interacts with
00207	azithromycin	Chemical	00333	(RS)-methadone	Chemical	interacts with
00502	haloperidol	Chemical	00199	erythromycin	Chemical	interacts with
00207	azithromycin	Chemical	00904	ondansetron	Chemical	interacts with
01100	pimozide	Chemical	00904	ondansetron	Chemical	interacts with
01211	clarithromycin	Chemical	00904	ondansetron	Chemical	interacts with
00199	erythromycin	Chemical	00907	cocaine	Chemical	interacts with
00199	erythromycin	Chemical	DOID:9113	granuloma inguinale	Disease	treats
00199	erythromycin	Chemical	DOID:11263	chlamydia infection	Disease	treats
00199	erythromycin	Chemical	DOID:1343	urethritis	Disease	treats
00199	erythromycin	Chemical	01169	arsenic trioxide	Chemical	interacts with
00199	erythromycin	Chemical	DOID:2326	gastroenteritis	Disease	treats
00199	erythromycin	Chemical	DOID:10457	legionnaires' disease	Disease	treats
00199	erythromycin	Chemical	DOID:4131	erythrasma	Disease	treats
00227	lovastatin	Chemical	DOID:1168	familial hyperlipidemia	Disease	treats
00738	pentamidine	Chemical	DOID:9065	leishmaniasis	Disease	treats
00738	pentamidine	Chemical	DOID:10112	African trypanosomiasis	Disease	treats
00738	pentamidine	Chemical	00199	erythromycin	Chemical	interacts with
01035	procainamide	Chemical	00199	erythromycin	Chemical	interacts with
00738	pentamidine	Chemical	DOID:2789	parasitic protozoa infectious disease	Disease	treats
01035	procainamide	Chemical	DOID:0060224	atrial fibrillation	Disease	treats
00227	lovastatin	Chemical	00199	erythromycin	Chemical	interacts with
00227	lovastatin	Chemical	DOID:3393	coronary artery disease	Disease	treats
01195	flecainide	Chemical	00679	thioridazine	Chemical	interacts with
01211	clarithromycin	Chemical	01118	amiodarone	Chemical	interacts with
00608	chloroquine	Chemical	00679	thioridazine	Chemical	interacts with
00199	erythromycin	Chemical	DOID:6543	acne	Disease	treats
00199	erythromycin	Chemical	DOID:7551	gonorrhea	Disease	treats
00738	pentamidine	Chemical	DOID:11339	pneumocystosis	Disease	treats
00738	pentamidine	Chemical	DOID:9146	visceral leishmaniasis	Disease	treats
00199	erythromycin	Chemical	DOID:13778	chancroid	Disease	treats
00199	erythromycin	Chemical	DOID:7427	anthrax	Disease	treats
00738	pentamidine	Chemical	DOID:10113	trypanosomiasis	Disease	treats
00738	pentamidine	Chemical	DOID:9111	cutaneous leishmaniasis	Disease	treats
00320	dihydroergotamine	Chemical	DOID:6364	migraine	Disease	treats
00608	chloroquine	Chemical	DOID:9181	amebiasis	Disease	treats
00608	chloroquine	Chemical	DOID:7148	rheumatoid arthritis	Disease	treats
00608	chloroquine	Chemical	00199	erythromycin	Chemical	interacts with
00227	lovastatin	Chemical	DOID:2349	arteriosclerosis	Disease	treats
01195	flecainide	Chemical	00199	erythromycin	Chemical	interacts with
00608	chloroquine	Chemical	DOID:14067	Plasmodium falciparum malaria	Disease	treats
01195	flecainide	Chemical	DOID:0060224	atrial fibrillation	Disease	treats
00608	chloroquine	Chemical	DOID:12365	malaria	Disease	treats
00608	chloroquine	Chemical	DOID:9965	toxoplasmosis	Disease	treats
00320	dihydroergotamine	Chemical	00199	erythromycin	Chemical	interacts with
00608	chloroquine	Chemical	DOID:418	systemic scleroderma	Disease	treats
00608	chloroquine	Chemical	DOID:9182	pemphigus	Disease	treats
01100	pimozide	Chemical	01118	amiodarone	Chemical	interacts with
00207	azithromycin	Chemical	01118	amiodarone	Chemical	interacts with
00218	moxifloxacin	Chemical	DOID:0080784	urinary tract infection	Disease	treats
00218	moxifloxacin	Chemical	DOID:13148	urinary tract infection	Disease	treats
00218	moxifloxacin	Chemical	DOID:1679	cystitis	Disease	treats
00218	moxifloxacin	Chemical	DOID:11400	pyelonephritis	Disease	treats
00218	moxifloxacin	Chemical	DOID:874	bacterial pneumonia	Disease	treats
00218	moxifloxacin	Chemical	DOID:3055	paratyphoid fever	Disease	treats
00495	zidovudine	Chemical	00316	paracetamol	Chemical	interacts with
00218	moxifloxacin	Chemical	DOID:10457	legionnaires' disease	Disease	treats
00218	moxifloxacin	Chemical	DOID:11262	ornithosis	Disease	treats
00218	moxifloxacin	Chemical	00207	azithromycin	Chemical	interacts with
01211	clarithromycin	Chemical	00489	sotalol	Chemical	interacts with
00604	cisapride	Chemical	00207	azithromycin	Chemical	interacts with
00608	chloroquine	Chemical	00907	cocaine	Chemical	interacts with
01211	clarithromycin	Chemical	00908	quinidine	Chemical	interacts with
01195	flecainide	Chemical	00907	cocaine	Chemical	interacts with
00199	erythromycin	Chemical	00679	thioridazine	Chemical	interacts with
00604	cisapride	Chemical	DOID:8534	gastroesophageal reflux disease	Disease	treats
00280	disopyramide	Chemical	DOID:0060224	atrial fibrillation	Disease	treats
00218	moxifloxacin	Chemical	DOID:0050127	sinusitis	Disease	treats
00218	moxifloxacin	Chemical	DOID:552	pneumonia	Disease	treats
00218	moxifloxacin	Chemical	DOID:6195	conjunctivitis	Disease	treats
00604	cisapride	Chemical	DOID:2089	constipation	Disease	treats
00280	disopyramide	Chemical	00207	azithromycin	Chemical	interacts with
00218	moxifloxacin	Chemical	DOID:7551	gonorrhea	Disease	treats
00604	cisapride	Chemical	DOID:11914	gastroparesis	Disease	treats
01100	pimozide	Chemical	00489	sotalol	Chemical	interacts with
00207	azithromycin	Chemical	00489	sotalol	Chemical	interacts with
00495	zidovudine	Chemical	DOID:526	human immunodeficiency virus infectious disease	Disease	treats
00495	zidovudine	Chemical	DOID:635	HIV/AIDS	Disease	treats
00608	chloroquine	Chemical	01169	arsenic trioxide	Chemical	interacts with
01195	flecainide	Chemical	01169	arsenic trioxide	Chemical	interacts with
01195	flecainide	Chemical	01211	clarithromycin	Chemical	interacts with
00320	dihydroergotamine	Chemical	01211	clarithromycin	Chemical	interacts with
00207	azithromycin	Chemical	00908	quinidine	Chemical	interacts with
00608	chloroquine	Chemical	01211	clarithromycin	Chemical	interacts with
01100	pimozide	Chemical	00908	quinidine	Chemical	interacts with
00280	disopyramide	Chemical	00333	(RS)-methadone	Chemical	interacts with
00604	cisapride	Chemical	00333	(RS)-methadone	Chemical	interacts with
00218	moxifloxacin	Chemical	00450	droperidol	Chemical	interacts with
00218	moxifloxacin	Chemical	00333	(RS)-methadone	Chemical	interacts with
00199	erythromycin	Chemical	01211	clarithromycin	Chemical	interacts with
00280	disopyramide	Chemical	00450	droperidol	Chemical	interacts with
00604	cisapride	Chemical	00450	droperidol	Chemical	interacts with
00218	moxifloxacin	Chemical	00199	erythromycin	Chemical	interacts with
00280	disopyramide	Chemical	00199	erythromycin	Chemical	interacts with
01211	clarithromycin	Chemical	00738	pentamidine	Chemical	interacts with
00604	cisapride	Chemical	00199	erythromycin	Chemical	interacts with
01100	pimozide	Chemical	00738	pentamidine	Chemical	interacts with
00207	azithromycin	Chemical	00738	pentamidine	Chemical	interacts with
00207	azithromycin	Chemical	01035	procainamide	Chemical	interacts with
01100	pimozide	Chemical	01195	flecainide	Chemical	interacts with
01211	clarithromycin	Chemical	01195	flecainide	Chemical	interacts with
01100	pimozide	Chemical	01035	procainamide	Chemical	interacts with
00199	erythromycin	Chemical	00207	azithromycin	Chemical	interacts with
00207	azithromycin	Chemical	01195	flecainide	Chemical	interacts with
01211	clarithromycin	Chemical	01035	procainamide	Chemical	interacts with
00502	haloperidol	Chemical	00904	ondansetron	Chemical	interacts with
00852	(+)-pseudoephedrine	Chemical	DOID:2841	asthma	Disease	treats
00852	(+)-pseudoephedrine	Chemical	01247	isocarboxazid	Chemical	interacts with
00852	(+)-pseudoephedrine	Chemical	DOID:10460	nasopharyngitis	Disease	treats
00852	(+)-pseudoephedrine	Chemical	DOID:0050127	sinusitis	Disease	treats
00502	haloperidol	Chemical	04855	dronedarone	Chemical	interacts with
00199	erythromycin	Chemical	01100	pimozide	Chemical	interacts with
00502	haloperidol	Chemical	01118	amiodarone	Chemical	interacts with
00502	haloperidol	Chemical	00261	anagrelide	Chemical	interacts with
00502	haloperidol	Chemical	00215	(RS)-citalopram	Chemical	interacts with
00502	haloperidol	Chemical	00477	chlorpromazine	Chemical	interacts with
00502	haloperidol	Chemical	00489	sotalol	Chemical	interacts with
00502	haloperidol	Chemical	00738	pentamidine	Chemical	interacts with
00502	haloperidol	Chemical	00908	quinidine	Chemical	interacts with
00852	(+)-pseudoephedrine	Chemical	01168	procarbazine	Chemical	interacts with
00502	haloperidol	Chemical	01035	procainamide	Chemical	interacts with
00218	moxifloxacin	Chemical	00502	haloperidol	Chemical	interacts with
01195	flecainide	Chemical	01100	pimozide	Chemical	interacts with
00608	chloroquine	Chemical	01100	pimozide	Chemical	interacts with
00280	disopyramide	Chemical	00502	haloperidol	Chemical	interacts with
00604	cisapride	Chemical	00502	haloperidol	Chemical	interacts with
00852	(+)-pseudoephedrine	Chemical	00752	tranylcypromine	Chemical	interacts with
00227	lovastatin	Chemical	01026	Ketoconazole	Chemical	interacts with
00502	haloperidol	Chemical	00218	moxifloxacin	Chemical	interacts with
00199	erythromycin	Chemical	00450	droperidol	Chemical	interacts with
01035	procainamide	Chemical	00502	haloperidol	Chemical	interacts with
00738	pentamidine	Chemical	00502	haloperidol	Chemical	interacts with
00502	haloperidol	Chemical	01175	escitalopram	Chemical	interacts with
00502	haloperidol	Chemical	01195	flecainide	Chemical	interacts with
00502	haloperidol	Chemical	00608	chloroquine	Chemical	interacts with
00199	erythromycin	Chemical	00502	haloperidol	Chemical	interacts with
00608	chloroquine	Chemical	00207	azithromycin	Chemical	interacts with
00738	pentamidine	Chemical	00477	chlorpromazine	Chemical	interacts with
00502	haloperidol	Chemical	00637	astemizole	Chemical	interacts with
00218	moxifloxacin	Chemical	00477	chlorpromazine	Chemical	interacts with
01195	flecainide	Chemical	00207	azithromycin	Chemical	interacts with
01035	procainamide	Chemical	00477	chlorpromazine	Chemical	interacts with
00738	pentamidine	Chemical	00207	azithromycin	Chemical	interacts with
00738	pentamidine	Chemical	00261	anagrelide	Chemical	interacts with
01035	procainamide	Chemical	00261	anagrelide	Chemical	interacts with
00199	erythromycin	Chemical	00333	(RS)-methadone	Chemical	interacts with
00280	disopyramide	Chemical	00477	chlorpromazine	Chemical	interacts with
00738	pentamidine	Chemical	04855	dronedarone	Chemical	interacts with
00604	cisapride	Chemical	00477	chlorpromazine	Chemical	interacts with
01211	clarithromycin	Chemical	00608	chloroquine	Chemical	interacts with
01035	procainamide	Chemical	00207	azithromycin	Chemical	interacts with
00207	azithromycin	Chemical	00608	chloroquine	Chemical	interacts with
01100	pimozide	Chemical	00608	chloroquine	Chemical	interacts with
00218	moxifloxacin	Chemical	01211	clarithromycin	Chemical	interacts with
00280	disopyramide	Chemical	01211	clarithromycin	Chemical	interacts with
00604	cisapride	Chemical	01211	clarithromycin	Chemical	interacts with
01211	clarithromycin	Chemical	00637	astemizole	Chemical	interacts with
00207	azithromycin	Chemical	00637	astemizole	Chemical	interacts with
01100	pimozide	Chemical	00637	astemizole	Chemical	interacts with
00762	irinotecan	Chemical	DOID:234	colon adenocarcinoma	Disease	treats
00762	irinotecan	Chemical	DOID:1996	rectum adenocarcinoma	Disease	treats
00762	irinotecan	Chemical	00199	erythromycin	Chemical	interacts with
00762	irinotecan	Chemical	DOID:235	colonic benign neoplasm	Disease	treats
00762	irinotecan	Chemical	DOID:2994	germ cell cancer	Disease	treats
00762	irinotecan	Chemical	DOID:4074	pancreatic adenocarcinoma	Disease	treats
00762	irinotecan	Chemical	DOID:219	colon cancer	Disease	treats
00762	irinotecan	Chemical	DOID:1993	rectum cancer	Disease	treats
00762	irinotecan	Chemical	DOID:1319	brain cancer	Disease	treats
00762	irinotecan	Chemical	DOID:1793	pancreatic cancer	Disease	treats
00762	irinotecan	Chemical	DOID:3908	non-small-cell lung carcinoma	Disease	treats
00762	irinotecan	Chemical	DOID:4051	alveolar rhabdomyosarcoma	Disease	treats
00762	irinotecan	Chemical	DOID:0060058	lymphoma	Disease	treats
00762	irinotecan	Chemical	DOID:1240	leukemia	Disease	treats
00762	irinotecan	Chemical	DOID:10534	stomach cancer	Disease	treats
00908	quinidine	Chemical	DOID:0060224	atrial fibrillation	Disease	treats
00762	irinotecan	Chemical	DOID:9256	colorectal cancer	Disease	treats
00762	irinotecan	Chemical	DOID:1612	breast cancer	Disease	treats
00908	quinidine	Chemical	00199	erythromycin	Chemical	interacts with
00908	quinidine	Chemical	DOID:12365	malaria	Disease	treats
00489	sotalol	Chemical	00199	erythromycin	Chemical	interacts with
00489	sotalol	Chemical	DOID:0060224	atrial fibrillation	Disease	treats
00333	(RS)-methadone	Chemical	00207	azithromycin	Chemical	interacts with
00333	(RS)-methadone	Chemical	DOID:2559	opiate dependence	Disease	treats
00207	azithromycin	Chemical	01175	escitalopram	Chemical	interacts with
01100	pimozide	Chemical	01175	escitalopram	Chemical	interacts with
01211	clarithromycin	Chemical	01175	escitalopram	Chemical	interacts with
00450	droperidol	Chemical	DOID:11328	schizophreniform disorder	Disease	treats
00450	droperidol	Chemical	00207	azithromycin	Chemical	interacts with
00218	moxifloxacin	Chemical	01100	pimozide	Chemical	interacts with
00280	disopyramide	Chemical	01100	pimozide	Chemical	interacts with
00604	cisapride	Chemical	01100	pimozide	Chemical	interacts with
01211	clarithromycin	Chemical	00218	moxifloxacin	Chemical	interacts with
01100	pimozide	Chemical	00218	moxifloxacin	Chemical	interacts with
00738	pentamidine	Chemical	00333	(RS)-methadone	Chemical	interacts with
01035	procainamide	Chemical	00333	(RS)-methadone	Chemical	interacts with
00489	sotalol	Chemical	00502	haloperidol	Chemical	interacts with
00762	irinotecan	Chemical	01026	Ketoconazole	Chemical	interacts with
00908	quinidine	Chemical	00502	haloperidol	Chemical	interacts with
00738	pentamidine	Chemical	00450	droperidol	Chemical	interacts with
01035	procainamide	Chemical	00450	droperidol	Chemical	interacts with
00450	droperidol	Chemical	00333	(RS)-methadone	Chemical	interacts with
00333	(RS)-methadone	Chemical	00450	droperidol	Chemical	interacts with
01211	clarithromycin	Chemical	00604	cisapride	Chemical	interacts with
01211	clarithromycin	Chemical	00280	disopyramide	Chemical	interacts with
01100	pimozide	Chemical	00604	cisapride	Chemical	interacts with
01100	pimozide	Chemical	00280	disopyramide	Chemical	interacts with
00280	disopyramide	Chemical	01169	arsenic trioxide	Chemical	interacts with
00604	cisapride	Chemical	01169	arsenic trioxide	Chemical	interacts with
00218	moxifloxacin	Chemical	01169	arsenic trioxide	Chemical	interacts with
01211	clarithromycin	Chemical	01208	sparfloxacin	Chemical	interacts with
01100	pimozide	Chemical	01208	sparfloxacin	Chemical	interacts with
01100	pimozide	Chemical	01218	halofantrine	Chemical	interacts with
01211	clarithromycin	Chemical	01218	halofantrine	Chemical	interacts with
01100	pimozide	Chemical	00933	mesoridazine	Chemical	interacts with
01211	clarithromycin	Chemical	00933	mesoridazine	Chemical	interacts with
00604	cisapride	Chemical	00907	cocaine	Chemical	interacts with
01211	clarithromycin	Chemical	01244	bepridil	Chemical	interacts with
00908	quinidine	Chemical	00261	anagrelide	Chemical	interacts with
01211	clarithromycin	Chemical	00308	ibutilide	Chemical	interacts with
00489	sotalol	Chemical	00261	anagrelide	Chemical	interacts with
00218	moxifloxacin	Chemical	00907	cocaine	Chemical	interacts with
00280	disopyramide	Chemical	00907	cocaine	Chemical	interacts with
00199	erythromycin	Chemical	00218	moxifloxacin	Chemical	interacts with
00450	droperidol	Chemical	01169	arsenic trioxide	Chemical	interacts with
00333	(RS)-methadone	Chemical	01169	arsenic trioxide	Chemical	interacts with
00908	quinidine	Chemical	04855	dronedarone	Chemical	interacts with
00502	haloperidol	Chemical	00933	mesoridazine	Chemical	interacts with
00502	haloperidol	Chemical	01599	probucol	Chemical	interacts with
01100	pimozide	Chemical	01244	bepridil	Chemical	interacts with
01100	pimozide	Chemical	00308	ibutilide	Chemical	interacts with
01100	pimozide	Chemical	01599	probucol	Chemical	interacts with
01211	clarithromycin	Chemical	01599	probucol	Chemical	interacts with
00450	droperidol	Chemical	00199	erythromycin	Chemical	interacts with
00333	(RS)-methadone	Chemical	00199	erythromycin	Chemical	interacts with
00489	sotalol	Chemical	00477	chlorpromazine	Chemical	interacts with
00908	quinidine	Chemical	00477	chlorpromazine	Chemical	interacts with
00762	irinotecan	Chemical	01211	clarithromycin	Chemical	interacts with
00908	quinidine	Chemical	01211	clarithromycin	Chemical	interacts with
01100	pimozide	Chemical	00204	dofetilide	Chemical	interacts with
00450	droperidol	Chemical	00907	cocaine	Chemical	interacts with
00333	(RS)-methadone	Chemical	00907	cocaine	Chemical	interacts with
00502	haloperidol	Chemical	00204	dofetilide	Chemical	interacts with
00199	erythromycin	Chemical	00280	disopyramide	Chemical	interacts with
00502	haloperidol	Chemical	01244	bepridil	Chemical	interacts with
00502	haloperidol	Chemical	00308	ibutilide	Chemical	interacts with
00450	droperidol	Chemical	00502	haloperidol	Chemical	interacts with
00333	(RS)-methadone	Chemical	00502	haloperidol	Chemical	interacts with
00502	haloperidol	Chemical	00604	cisapride	Chemical	interacts with
00502	haloperidol	Chemical	00280	disopyramide	Chemical	interacts with
00502	haloperidol	Chemical	01208	sparfloxacin	Chemical	interacts with
00502	haloperidol	Chemical	01218	halofantrine	Chemical	interacts with
01211	clarithromycin	Chemical	00204	dofetilide	Chemical	interacts with
00489	sotalol	Chemical	01211	clarithromycin	Chemical	interacts with
00450	droperidol	Chemical	01211	clarithromycin	Chemical	interacts with
00333	(RS)-methadone	Chemical	01211	clarithromycin	Chemical	interacts with
00852	(+)-pseudoephedrine	Chemical	00780	phenelzine	Chemical	interacts with
00608	chloroquine	Chemical	00218	moxifloxacin	Chemical	interacts with
01195	flecainide	Chemical	00218	moxifloxacin	Chemical	interacts with
00218	moxifloxacin	Chemical	00679	thioridazine	Chemical	interacts with
00280	disopyramide	Chemical	00679	thioridazine	Chemical	interacts with
00604	cisapride	Chemical	00679	thioridazine	Chemical	interacts with
00450	droperidol	Chemical	00679	thioridazine	Chemical	interacts with
00333	(RS)-methadone	Chemical	00679	thioridazine	Chemical	interacts with
01195	flecainide	Chemical	00502	haloperidol	Chemical	interacts with
00608	chloroquine	Chemical	00502	haloperidol	Chemical	interacts with
00608	chloroquine	Chemical	01218	halofantrine	Chemical	interacts with
00320	dihydroergotamine	Chemical	00224	indinavir	Chemical	interacts with
